2020-04-26 at 09:30:08 | ERROR | 算法模型服务端口未开启
2020-04-29 at 13:27:22 | SUCCESS | 消息内容:{'end_time': '1588137982', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588137981', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:2条
2020-04-29 at 13:27:37 | SUCCESS | 消息内容:{'end_time': '1588138067', 'spider_name': 'hangye_mining120_guoji', 'collection_name': 'sy_news_hangye_mining120_raw', 'start_time': '1588138062'}  消息处理总量:10条
2020-04-29 at 13:28:00 | SUCCESS | 消息内容:{'end_time': '1588138018', 'start_time': '1588138007', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:18条
2020-04-29 at 13:28:33 | SUCCESS | 消息内容:{'end_time': '1588138059', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588138057', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:3条
2020-04-29 at 13:29:13 | SUCCESS | 消息内容:{'end_time': '1588138091', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588138085'}  消息处理总量:11条
2020-04-29 at 13:29:47 | SUCCESS | 消息内容:{'end_time': '1588138203', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1588138203'}  消息处理总量:2条
2020-04-29 at 13:30:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1588138155', 'start_time': '1588138155', 'spider_name': 'caijing_cs_gsxw'}  消息处理总量:1条
2020-04-29 at 13:30:22 | SUCCESS | 消息内容:{'end_time': '1588138161', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588138161'}  消息处理总量:1条
2020-04-29 at 13:30:37 | SUCCESS | 消息内容:{'end_time': '1588138182', 'start_time': '1588138182', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:2条
2020-04-29 at 13:31:26 | SUCCESS | 消息内容:{'end_time': '1588138231', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588138231', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:1条
2020-04-29 at 13:32:21 | SUCCESS | 消息内容:{'end_time': '1588138352', 'spider_name': 'hangye_cenews_yaowen', 'collection_name': 'sy_news_hangye_cenews_raw', 'start_time': '1588138352'}  消息处理总量:1条
2020-04-29 at 13:33:29 | SUCCESS | 消息内容:{'end_time': '1588138348', 'start_time': '1588138317', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:13条
2020-04-29 at 13:33:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1588138367', 'end_time': '1588138367'}  消息处理总量:1条
2020-04-29 at 13:34:06 | SUCCESS | 消息内容:{'end_time': '1588138391', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588138384'}  消息处理总量:9条
2020-04-29 at 13:34:14 | SUCCESS | 消息内容:{'end_time': '1588138396', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588138394'}  消息处理总量:4条
2020-04-29 at 13:34:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan', 'start_time': '1588138417', 'end_time': '1588138417'}  消息处理总量:1条
2020-04-29 at 13:34:57 | SUCCESS | 消息内容:{'end_time': '1588138443', 'start_time': '1588138443', 'collection_name': 'sy_news_finance_sohu_raw', 'spider_name': 'caijing_sohu_xsb'}  消息处理总量:1条
2020-04-29 at 13:34:58 | SUCCESS | 消息内容:{'end_time': '1588138442', 'spider_name': 'caijing_jiemian_zq', 'collection_name': 'sy_news_finance_jiemian_raw', 'start_time': '1588138442'}  消息处理总量:1条
2020-04-29 at 13:35:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1588138472', 'start_time': '1588138472', 'spider_name': 'caijing_sina_guonei'}  消息处理总量:2条
2020-04-29 at 13:36:16 | SUCCESS | 消息内容:{'end_time': '1588138524', 'spider_name': 'caijing_yicai_cj', 'collection_name': 'sy_news_finance_yicai_raw', 'start_time': '1588138524'}  消息处理总量:1条
2020-04-29 at 13:36:37 | SUCCESS | 消息内容:{'end_time': '1588138531', 'start_time': '1588138514', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:29条
2020-04-29 at 13:36:37 | SUCCESS | 消息内容:{'start_time': '1588138541', 'end_time': '1588138541', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-04-29 at 13:36:57 | SUCCESS | 消息内容:{'end_time': '1588138564', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588138564'}  消息处理总量:1条
2020-04-29 at 13:37:26 | SUCCESS | 消息内容:{'end_time': '1588138594', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588138594'}  消息处理总量:1条
2020-04-29 at 13:37:39 | SUCCESS | 消息内容:{'end_time': '1588138605', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588138574', 'spider_name': 'caijing_eastmoney_ganggu'}  消息处理总量:7条
2020-04-29 at 13:37:44 | SUCCESS | 消息内容:{'end_time': '1588138608', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588138606'}  消息处理总量:4条
2020-04-29 at 13:37:57 | SUCCESS | 消息内容:{'end_time': '1588138622', 'spider_name': 'caijing_jiemian_jt', 'collection_name': 'sy_news_finance_jiemian_raw', 'start_time': '1588138622'}  消息处理总量:1条
2020-04-29 at 13:38:25 | SUCCESS | 消息内容:{'end_time': '1588138640', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1588138628', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:20条
2020-04-29 at 13:38:54 | SUCCESS | 消息内容:{'end_time': '1588138678', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588138677'}  消息处理总量:2条
2020-04-29 at 13:39:18 | SUCCESS | 消息内容:{'end_time': '1588138705', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588138704'}  消息处理总量:3条
2020-04-29 at 13:39:40 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1588138725', 'start_time': '1588138722', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:7条
2020-04-29 at 13:40:04 | SUCCESS | 消息内容:{'end_time': '1588138745', 'spider_name': 'caijing_cnfol_cyjj', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1588138743'}  消息处理总量:4条
2020-04-29 at 13:40:47 | SUCCESS | 消息内容:{'end_time': '1588138795', 'start_time': '1588138793', 'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:3条
2020-04-29 at 13:41:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jiemian_raw', 'spider_name': 'caijing_jiemian_xiaofei', 'start_time': '1588138807', 'end_time': '1588138807'}  消息处理总量:1条
2020-04-29 at 13:41:47 | SUCCESS | 消息内容:{'end_time': '1588138853', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588138851'}  消息处理总量:4条
2020-04-29 at 13:42:23 | SUCCESS | 消息内容:{'end_time': '1588138889', 'spider_name': 'caijing_eastmoney_ganggu', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588138884'}  消息处理总量:4条
2020-04-29 at 13:42:26 | SUCCESS | 消息内容:{'start_time': '1588138882', 'collection_name': 'sy_news_finance_caixin_raw', 'spider_name': 'caijing_caixin_companies', 'end_time': '1588138882'}  消息处理总量:1条
2020-04-29 at 13:42:48 | SUCCESS | 消息内容:{'end_time': '1588138912', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588138912'}  消息处理总量:2条
2020-04-29 at 13:42:57 | SUCCESS | 消息内容:{'end_time': '1588138922', 'spider_name': 'caijing_xueqiu_hs', 'collection_name': 'sy_news_finance_xueqiu_raw', 'start_time': '1588138922'}  消息处理总量:1条
2020-04-29 at 13:43:24 | SUCCESS | 消息内容:{'end_time': '1588139015', 'spider_name': 'hangye_cnmn_news', 'start_time': '1588139015', 'collection_name': 'sy_news_hangye_cnmn_raw'}  消息处理总量:1条
2020-04-29 at 13:43:30 | SUCCESS | 消息内容:{'end_time': '1588138946', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588138938'}  消息处理总量:14条
2020-04-29 at 13:43:32 | SUCCESS | 消息内容:{'end_time': '1588139022', 'spider_name': 'hangye_autohome_news', 'collection_name': 'sy_news_hangye_autohome_raw', 'start_time': '1588139022'}  消息处理总量:1条
2020-04-29 at 13:43:48 | SUCCESS | 消息内容:{'end_time': '1588138974', 'collection_name': 'sy_news_finance_stockstar_raw', 'start_time': '1588138974', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:1条
2020-04-29 at 13:44:33 | SUCCESS | 消息内容:{'end_time': '1588139011', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588139007'}  消息处理总量:9条
2020-04-29 at 13:44:41 | SUCCESS | 消息内容:{'end_time': '1588139018', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588139014'}  消息处理总量:7条
2020-04-29 at 13:44:47 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1588139034', 'start_time': '1588139032', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:2条
2020-04-29 at 13:45:09 | SUCCESS | 消息内容:{'end_time': '1588139054', 'spider_name': 'caijing_cnfol_cyjj', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1588139052'}  消息处理总量:4条
2020-04-29 at 13:45:09 | SUCCESS | 消息内容:{'end_time': '1588139041', 'spider_name': 'caijing_bjnews_finance', 'collection_name': 'sy_news_finance_bjnews_raw', 'start_time': '1588139040'}  消息处理总量:3条
2020-04-29 at 13:45:39 | SUCCESS | 消息内容:{'end_time': '1588139154', 'collection_name': 'sy_news_hangye_coal_raw', 'start_time': '1588139154', 'spider_name': 'hangye_coal_news'}  消息处理总量:1条
2020-04-29 at 13:46:37 | SUCCESS | 消息内容:{'end_time': '1588139212', 'spider_name': 'hangye_people_news', 'collection_name': 'sy_news_hangye_people_raw', 'start_time': '1588139212'}  消息处理总量:1条
2020-04-29 at 13:46:48 | SUCCESS | 消息内容:{'end_time': '1588139148', 'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588139134'}  消息处理总量:17条
2020-04-29 at 13:47:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1588139169', 'start_time': '1588139161', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:2条
2020-04-29 at 13:47:17 | SUCCESS | 消息内容:{'end_time': '1588139184', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588139184'}  消息处理总量:2条
2020-04-29 at 13:47:27 | SUCCESS | 消息内容:{'end_time': '1588139195', 'start_time': '1588139194', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu'}  消息处理总量:3条
2020-04-29 at 13:47:46 | SUCCESS | 消息内容:{'end_time': '1588139214', 'spider_name': 'caijing_jrj_ss', 'start_time': '1588139214', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:1条
2020-04-29 at 13:47:58 | SUCCESS | 消息内容:{'end_time': '1588139223', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588139222'}  消息处理总量:3条
2020-04-29 at 13:48:33 | SUCCESS | 消息内容:{'end_time': '1588139256', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588139248'}  消息处理总量:13条
2020-04-29 at 13:48:36 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_autohome_raw', 'end_time': '1588139333', 'start_time': '1588139333', 'spider_name': 'hangye_autohome_news'}  消息处理总量:1条
2020-04-29 at 13:48:46 | SUCCESS | 消息内容:{'end_time': '1588139274', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588139274'}  消息处理总量:1条
2020-04-29 at 13:49:13 | SUCCESS | 消息内容:{'end_time': '1588139299', 'start_time': '1588139297', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:3条
2020-04-29 at 13:49:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_cnrmc_raw', 'end_time': '1588139374', 'start_time': '1588139373', 'spider_name': 'hangye_cnrmc_news'}  消息处理总量:2条
2020-04-29 at 13:49:46 | SUCCESS | 消息内容:{'end_time': '1588139328', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588139325'}  消息处理总量:7条
2020-04-29 at 13:50:48 | SUCCESS | 消息内容:{'end_time': '1588139395', 'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1588139395'}  消息处理总量:1条
2020-04-29 at 13:52:06 | SUCCESS | 消息内容:{'end_time': '1588139543', 'spider_name': 'hangye_bjx_yaowen', 'collection_name': 'sy_news_hangye_bjx_raw', 'start_time': '1588139543'}  消息处理总量:1条
2020-04-29 at 13:52:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1588139467', 'start_time': '1588139463', 'spider_name': 'caijing_cnfol_gncj'}  消息处理总量:7条
2020-04-29 at 13:52:37 | SUCCESS | 消息内容:{'end_time': '1588139505', 'start_time': '1588139504', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu'}  消息处理总量:3条
2020-04-29 at 13:53:11 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_chanjing', 'end_time': '1588139537', 'start_time': '1588139537', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:1条
2020-04-29 at 13:53:50 | SUCCESS | 消息内容:{'end_time': '1588139569', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588139561'}  消息处理总量:14条
2020-04-29 at 13:53:56 | SUCCESS | 消息内容:{'end_time': '1588139584', 'start_time': '1588139584', 'collection_name': 'sy_news_finance_stockstar_raw', 'spider_name': 'caijing_stockstar_gs'}  消息处理总量:1条
2020-04-29 at 13:54:22 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588139607', 'end_time': '1588139608'}  消息处理总量:2条
2020-04-29 at 13:54:54 | SUCCESS | 消息内容:{'end_time': '1588139631', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588139624'}  消息处理总量:13条
2020-04-29 at 13:54:55 | SUCCESS | 消息内容:{'end_time': '1588139637', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588139635'}  消息处理总量:5条
2020-04-29 at 13:54:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_caijing_raw', 'spider_name': 'caijing_caijing_hongguan', 'start_time': '1588139642', 'end_time': '1588139642'}  消息处理总量:2条
2020-04-29 at 13:55:09 | SUCCESS | 消息内容:{'end_time': '1588139654', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588139652'}  消息处理总量:4条
2020-04-29 at 13:55:37 | SUCCESS | 消息内容:{'end_time': '1588139684', 'spider_name': 'caijing_eastmoney_czggng', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588139684'}  消息处理总量:1条
2020-04-29 at 13:56:06 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588139712', 'end_time': '1588139712'}  消息处理总量:1条
2020-04-29 at 13:56:18 | SUCCESS | 消息内容:{'end_time': '1588139725', 'spider_name': 'caijing_163_gupiao', 'collection_name': 'sy_news_finance_163_raw', 'start_time': '1588139724'}  消息处理总量:2条
2020-04-29 at 13:57:01 | SUCCESS | 消息内容:{'end_time': '1588139762', 'start_time': '1588139755', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:14条
2020-04-29 at 13:57:24 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588139781', 'end_time': '1588139784'}  消息处理总量:6条
2020-04-29 at 13:58:17 | SUCCESS | 消息内容:{'end_time': '1588139842', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588139842'}  消息处理总量:1条
2020-04-29 at 13:59:07 | SUCCESS | 消息内容:{'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588139834', 'end_time': '1588139895'}  消息处理总量:2条
2020-04-29 at 13:59:16 | SUCCESS | 消息内容:{'end_time': '1588139902', 'spider_name': 'caijing_china_hg', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1588139902'}  消息处理总量:1条
2020-04-29 at 13:59:21 | SUCCESS | 消息内容:{'end_time': '1588139894', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588139869'}  消息处理总量:28条
2020-04-29 at 13:59:38 | SUCCESS | 消息内容:{'end_time': '1588139924', 'start_time': '1588139918', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:4条
